semEpi;estadoIBGE;municipio;faixa_etaria;casos
3;SP;BOTUCATU;20 a 39 anos;51
3;SP;BOTUCATU;40 a 59 anos;59
3;SP;BOTUCATU;60 a 69 anos;25
3;SP;BOTUCATU;70 anos e mais;14
3;SP;BOTUCATU;sem informaç ;1
3;SP;BRAGANCA PAULISTA;20 a 39 anos;7
3;SP;BRAGANCA PAULISTA;40 a 59 anos;2
3;SP;BRAGANCA PAULISTA;60 a 69 anos;2
3;SP;BRAGANCA PAULISTA;70 anos e mais;1
3;SP;BRODOWSKI;20 a 39 anos;2
3;SP;BRODOWSKI;40 a 59 anos;2
3;SP;BROTAS;02 a 04 anos;1
3;SP;BROTAS;05 a 10 anos;2
3;SP;BROTAS;11 a 15 anos;2
3;SP;BROTAS;16 a 19 anos;1
3;SP;BROTAS;20 a 39 anos;12
3;SP;BROTAS;40 a 59 anos;6
3;SP;BROTAS;60 a 69 anos;4
3;SP;BROTAS;70 anos e mais;1
3;SP;BURI;16 a 19 anos;1
3;SP;BURI;20 a 39 anos;1
3;SP;BURI;40 a 59 anos;3
3;SP;BURITAMA;20 a 39 anos;3
3;SP;BURITAMA;40 a 59 anos;3
3;SP;BURITAMA;60 a 69 anos;2
3;SP;CABRALIA PAULISTA;0 a 06 meses;1
3;SP;CABRALIA PAULISTA;11 a 15 anos;1
3;SP;CABRALIA PAULISTA;40 a 59 anos;2
3;SP;CABRALIA PAULISTA;60 a 69 anos;1
3;SP;CABRALIA PAULISTA;70 anos e mais;2
3;SP;CACAPAVA;20 a 39 anos;7
3;SP;CACAPAVA;40 a 59 anos;8
3;SP;CACAPAVA;60 a 69 anos;1
3;SP;CACAPAVA;70 anos e mais;5
3;SP;CACHOEIRA PAULISTA;20 a 39 anos;3
3;SP;CACHOEIRA PAULISTA;40 a 59 anos;1
3;SP;CACHOEIRA PAULISTA;60 a 69 anos;1
3;SP;CACHOEIRA PAULISTA;70 anos e mais;2
3;SP;CACONDE;20 a 39 anos;6
3;SP;CACONDE;40 a 59 anos;3
3;SP;CACONDE;60 a 69 anos;1
3;SP;CACONDE;70 anos e mais;1
3;SP;CAFELANDIA;20 a 39 anos;1
3;SP;CAFELANDIA;40 a 59 anos;1
3;SP;CAIEIRAS;0 a 06 meses;1
3;SP;CAIEIRAS;05 a 10 anos;1
3;SP;CAIEIRAS;20 a 39 anos;1
3;SP;CAIEIRAS;40 a 59 anos;2
3;SP;CAIUA;60 a 69 anos;1
3;SP;CAJAMAR;70 anos e mais;1
3;SP;CAJOBI;20 a 39 anos;1
3;SP;CAJOBI;40 a 59 anos;1
3;SP;CAJOBI;70 anos e mais;1
3;SP;CAMPINA DO MONTE ALEGRE;20 a 39 anos;2
3;SP;CAMPINA DO MONTE ALEGRE;40 a 59 anos;1
3;SP;CAMPINA DO MONTE ALEGRE;60 a 69 anos;1
3;SP;CAMPINAS;02 a 04 anos;1
3;SP;CAMPINAS;05 a 10 anos;5
3;SP;CAMPINAS;07 meses a 01 ano;4
3;SP;CAMPINAS;11 a 15 anos;3
3;SP;CAMPINAS;16 a 19 anos;5
3;SP;CAMPINAS;20 a 39 anos;33
3;SP;CAMPINAS;40 a 59 anos;37
3;SP;CAMPINAS;60 a 69 anos;18
3;SP;CAMPINAS;70 anos e mais;25
3;SP;CAMPINAS;sem informaç ;1
3;SP;CAMPOS DO JORDAO;02 a 04 anos;1
3;SP;CAMPOS DO JORDAO;20 a 39 anos;4
3;SP;CAMPOS DO JORDAO;40 a 59 anos;1
3;SP;CAMPOS DO JORDAO;60 a 69 anos;2
3;SP;CAMPOS NOVOS PAULISTA;16 a 19 anos;1
3;SP;CAMPOS NOVOS PAULISTA;20 a 39 anos;1
3;SP;CAMPOS NOVOS PAULISTA;40 a 59 anos;1
3;SP;CAMPOS NOVOS PAULISTA;60 a 69 anos;1
3;SP;CAMPOS NOVOS PAULISTA;70 anos e mais;2
3;SP;CANANEIA;70 anos e mais;1
3;SP;CANDIDO MOTA;07 meses a 01 ano;1
3;SP;CANDIDO MOTA;20 a 39 anos;1
3;SP;CANDIDO MOTA;40 a 59 anos;1
3;SP;CANDIDO MOTA;60 a 69 anos;1
3;SP;CANDIDO MOTA;70 anos e mais;1
3;SP;CANITAR;16 a 19 anos;1
3;SP;CANITAR;20 a 39 anos;1
3;SP;CANITAR;40 a 59 anos;1
3;SP;CAPAO BONITO;16 a 19 anos;1
3;SP;CAPAO BONITO;20 a 39 anos;2
3;SP;CAPAO BONITO;40 a 59 anos;3
3;SP;CAPELA DO ALTO;11 a 15 anos;1
3;SP;CAPELA DO ALTO;20 a 39 anos;2
3;SP;CAPIVARI;60 a 69 anos;2
3;SP;CARAGUATATUBA;20 a 39 anos;5
3;SP;CARAGUATATUBA;40 a 59 anos;8
3;SP;CARAGUATATUBA;60 a 69 anos;1
3;SP;CARAGUATATUBA;70 anos e mais;2
3;SP;CARAPICUIBA;0 a 06 meses;1
3;SP;CARAPICUIBA;11 a 15 anos;1
3;SP;CARAPICUIBA;16 a 19 anos;1
3;SP;CARAPICUIBA;20 a 39 anos;3
3;SP;CARAPICUIBA;40 a 59 anos;6
3;SP;CARAPICUIBA;sem informaç ;1
3;SP;CARDOSO;07 meses a 01 ano;1
3;SP;CARDOSO;20 a 39 anos;3
3;SP;CARDOSO;40 a 59 anos;7
3;SP;CARDOSO;70 anos e mais;2
3;SP;CASA BRANCA;20 a 39 anos;1
3;SP;CASA BRANCA;70 anos e mais;1
3;SP;CASSIA DOS COQUEIROS;70 anos e mais;1
3;SP;CATANDUVA;0 a 06 meses;2
3;SP;CATANDUVA;02 a 04 anos;2
3;SP;CATANDUVA;05 a 10 anos;1
3;SP;CATANDUVA;07 meses a 01 ano;1
3;SP;CATANDUVA;11 a 15 anos;1
3;SP;CATANDUVA;16 a 19 anos;1
3;SP;CATANDUVA;20 a 39 anos;17
3;SP;CATANDUVA;40 a 59 anos;21
3;SP;CATANDUVA;60 a 69 anos;8
3;SP;CATANDUVA;70 anos e mais;5
3;SP;CATANDUVA;sem informaç ;1
3;SP;CEDRAL;16 a 19 anos;1
3;SP;CEDRAL;20 a 39 anos;6
3;SP;CEDRAL;40 a 59 anos;4
3;SP;CEDRAL;70 anos e mais;1
3;SP;CERQUEIRA CESAR;11 a 15 anos;1
3;SP;CERQUEIRA CESAR;40 a 59 anos;2
3;SP;CERQUEIRA CESAR;60 a 69 anos;1
3;SP;CERQUILHO;02 a 04 anos;2
3;SP;CERQUILHO;11 a 15 anos;1
3;SP;CERQUILHO;16 a 19 anos;2
3;SP;CERQUILHO;20 a 39 anos;16
3;SP;CERQUILHO;40 a 59 anos;11
3;SP;CERQUILHO;60 a 69 anos;5
3;SP;CERQUILHO;70 anos e mais;5
3;SP;CERQUILHO;sem informaç ;1
3;SP;CESARIO LANGE;05 a 10 anos;2
3;SP;CESARIO LANGE;16 a 19 anos;2
3;SP;CESARIO LANGE;20 a 39 anos;12
3;SP;CESARIO LANGE;40 a 59 anos;10
3;SP;CESARIO LANGE;60 a 69 anos;4
3;SP;CHARQUEADA;16 a 19 anos;1
3;SP;CHARQUEADA;20 a 39 anos;3
3;SP;CHARQUEADA;40 a 59 anos;4
3;SP;CHARQUEADA;sem informaç ;2
3;SP;CLEMENTINA;20 a 39 anos;1
3;SP;CLEMENTINA;40 a 59 anos;1
3;SP;CONCHAL;20 a 39 anos;2
3;SP;CONCHAL;40 a 59 anos;3
3;SP;CONCHAS;05 a 10 anos;1
3;SP;CONCHAS;07 meses a 01 ano;1
3;SP;CONCHAS;11 a 15 anos;1
3;SP;CONCHAS;16 a 19 anos;3
3;SP;CONCHAS;20 a 39 anos;6
3;SP;CONCHAS;40 a 59 anos;6
3;SP;CONCHAS;60 a 69 anos;1
3;SP;CONCHAS;70 anos e mais;1
3;SP;CORDEIROPOLIS;40 a 59 anos;2
3;SP;COROADOS;60 a 69 anos;1
3;SP;COSMOPOLIS;07 meses a 01 ano;1
3;SP;COSMOPOLIS;11 a 15 anos;1
3;SP;COSMOPOLIS;20 a 39 anos;7
3;SP;COSMOPOLIS;40 a 59 anos;4
3;SP;COSMOPOLIS;70 anos e mais;1
3;SP;COSMORAMA;40 a 59 anos;1
3;SP;COSMORAMA;60 a 69 anos;1
3;SP;COTIA;05 a 10 anos;1
3;SP;COTIA;07 meses a 01 ano;1
3;SP;COTIA;16 a 19 anos;2
3;SP;COTIA;20 a 39 anos;3
3;SP;COTIA;40 a 59 anos;10
3;SP;COTIA;60 a 69 anos;2
3;SP;COTIA;70 anos e mais;2
3;SP;CRAVINHOS;11 a 15 anos;1
3;SP;CRAVINHOS;20 a 39 anos;2
3;SP;CRAVINHOS;40 a 59 anos;4
3;SP;CRAVINHOS;60 a 69 anos;1
3;SP;CRAVINHOS;70 anos e mais;2
3;SP;CRUZALIA;70 anos e mais;1
3;SP;CRUZEIRO;11 a 15 anos;1
3;SP;CRUZEIRO;20 a 39 anos;3
3;SP;CRUZEIRO;40 a 59 anos;8
3;SP;CRUZEIRO;60 a 69 anos;1
3;SP;CUBATAO;20 a 39 anos;1
3;SP;CUBATAO;40 a 59 anos;1
3;SP;CUNHA;20 a 39 anos;4
3;SP;DIADEMA;16 a 19 anos;1
3;SP;DIADEMA;20 a 39 anos;5
3;SP;DIADEMA;40 a 59 anos;3
3;SP;DIADEMA;60 a 69 anos;1
3;SP;DIADEMA;70 anos e mais;6
3;SP;DIADEMA;sem informaç ;1
3;SP;DIRCE REIS;40 a 59 anos;1
3;SP;DIRCE REIS;70 anos e mais;1
3;SP;DOIS CORREGOS;20 a 39 anos;1
3;SP;DOURADO;02 a 04 anos;1
3;SP;DOURADO;16 a 19 anos;1
3;SP;DOURADO;20 a 39 anos;2
3;SP;DOURADO;40 a 59 anos;5
3;SP;DRACENA;05 a 10 anos;2
3;SP;DRACENA;07 meses a 01 ano;1
3;SP;DRACENA;16 a 19 anos;1
3;SP;DRACENA;20 a 39 anos;7
3;SP;DRACENA;40 a 59 anos;3
3;SP;DRACENA;60 a 69 anos;3
3;SP;DRACENA;70 anos e mais;1
3;SP;DUARTINA;20 a 39 anos;2
3;SP;DUARTINA;40 a 59 anos;2
3;SP;DUARTINA;60 a 69 anos;1
3;SP;DUARTINA;70 anos e mais;1
3;SP;DUMONT;40 a 59 anos;1
3;SP;DUMONT;sem informaç ;1
3;SP;ELIAS FAUSTO;20 a 39 anos;1
3;SP;ELISIARIO;20 a 39 anos;2
3;SP;EMBU DAS ARTES;16 a 19 anos;1
3;SP;EMBU DAS ARTES;20 a 39 anos;3
3;SP;EMBU DAS ARTES;40 a 59 anos;5
3;SP;EMBU DAS ARTES;70 anos e mais;2
3;SP;EMBU DAS ARTES;sem informaç ;1
3;SP;EMBU GUACU;02 a 04 anos;1
3;SP;EMBU GUACU;20 a 39 anos;2
3;SP;EMBU GUACU;60 a 69 anos;1
3;SP;ENGENHEIRO COELHO;40 a 59 anos;1
3;SP;ESPIRITO SANTO DO PINHAL;05 a 10 anos;1
3;SP;ESPIRITO SANTO DO PINHAL;07 meses a 01 ano;1
3;SP;ESPIRITO SANTO DO PINHAL;11 a 15 anos;1
3;SP;ESPIRITO SANTO DO PINHAL;20 a 39 anos;11
3;SP;ESPIRITO SANTO DO PINHAL;40 a 59 anos;14
3;SP;ESPIRITO SANTO DO PINHAL;60 a 69 anos;5
3;SP;ESPIRITO SANTO DO PINHAL;70 anos e mais;1
3;SP;ESTIVA GERBI;20 a 39 anos;2
3;SP;ESTIVA GERBI;40 a 59 anos;1
3;SP;FARTURA;11 a 15 anos;1
3;SP;FARTURA;16 a 19 anos;1
3;SP;FARTURA;40 a 59 anos;1
3;SP;FARTURA;70 anos e mais;1
3;SP;FERNANDO PRESTES;16 a 19 anos;1
3;SP;FERNANDO PRESTES;20 a 39 anos;1
3;SP;FERNANDO PRESTES;70 anos e mais;1
3;SP;FERNANDOPOLIS;16 a 19 anos;2
3;SP;FERNANDOPOLIS;20 a 39 anos;4
3;SP;FERNANDOPOLIS;40 a 59 anos;5
3;SP;FERNANDOPOLIS;60 a 69 anos;2
3;SP;FERNANDOPOLIS;70 anos e mais;2
3;SP;FERNAO;07 meses a 01 ano;1
3;SP;FERNAO;40 a 59 anos;2
3;SP;FERNAO;60 a 69 anos;1
3;SP;FERRAZ DE VASCONCELOS;20 a 39 anos;2
3;SP;FERRAZ DE VASCONCELOS;40 a 59 anos;1
3;SP;FLOREAL;05 a 10 anos;1
3;SP;FLOREAL;40 a 59 anos;2
3;SP;FLOREAL;60 a 69 anos;1
3;SP;FLOREAL;70 anos e mais;2
3;SP;FRANCA;0 a 06 meses;1
3;SP;FRANCA;05 a 10 anos;2
3;SP;FRANCA;07 meses a 01 ano;3
3;SP;FRANCA;11 a 15 anos;1
3;SP;FRANCA;16 a 19 anos;1
3;SP;FRANCA;20 a 39 anos;25
3;SP;FRANCA;40 a 59 anos;27
3;SP;FRANCA;60 a 69 anos;14
3;SP;FRANCA;70 anos e mais;13
3;SP;FRANCA;sem informaç ;2
3;SP;FRANCISCO MORATO;05 a 10 anos;3
3;SP;FRANCISCO MORATO;07 meses a 01 ano;1
3;SP;FRANCISCO MORATO;11 a 15 anos;2
3;SP;FRANCISCO MORATO;16 a 19 anos;1
3;SP;FRANCISCO MORATO;20 a 39 anos;9
3;SP;FRANCISCO MORATO;40 a 59 anos;12
3;SP;FRANCISCO MORATO;60 a 69 anos;1
3;SP;FRANCISCO MORATO;70 anos e mais;4
3;SP;FRANCISCO MORATO;sem informaç ;1
3;SP;FRANCO DA ROCHA;07 meses a 01 ano;1
3;SP;FRANCO DA ROCHA;20 a 39 anos;4
3;SP;FRANCO DA ROCHA;40 a 59 anos;2
3;SP;FRANCO DA ROCHA;70 anos e mais;1
3;SP;GABRIEL MONTEIRO;05 a 10 anos;1
3;SP;GABRIEL MONTEIRO;20 a 39 anos;2
3;SP;GABRIEL MONTEIRO;40 a 59 anos;2
3;SP;GABRIEL MONTEIRO;60 a 69 anos;1
3;SP;GABRIEL MONTEIRO;70 anos e mais;2
3;SP;GALIA;40 a 59 anos;1
3;SP;GARCA;05 a 10 anos;1
3;SP;GARCA;16 a 19 anos;3
3;SP;GARCA;20 a 39 anos;10
3;SP;GARCA;40 a 59 anos;1
3;SP;GARCA;60 a 69 anos;1
3;SP;GARCA;70 anos e mais;5
3;SP;GASTAO VIDIGAL;40 a 59 anos;1
3;SP;GAVIAO PEIXOTO;02 a 04 anos;1
3;SP;GAVIAO PEIXOTO;11 a 15 anos;1
3;SP;GAVIAO PEIXOTO;20 a 39 anos;1
3;SP;GENERAL SALGADO;05 a 10 anos;1
3;SP;GENERAL SALGADO;16 a 19 anos;1
3;SP;GENERAL SALGADO;40 a 59 anos;1
3;SP;GUAICARA;20 a 39 anos;2
3;SP;GUAIRA;16 a 19 anos;1
3;SP;GUAIRA;20 a 39 anos;7
3;SP;GUAIRA;40 a 59 anos;2
3;SP;GUAIRA;60 a 69 anos;4
3;SP;GUAIRA;70 anos e mais;2
3;SP;GUAIRA;sem informaç ;1
3;SP;GUAPIACU;02 a 04 anos;1
3;SP;GUAPIACU;16 a 19 anos;1
3;SP;GUAPIACU;20 a 39 anos;1
3;SP;GUAPIACU;40 a 59 anos;1
3;SP;GUARACI;07 meses a 01 ano;1
3;SP;GUARACI;11 a 15 anos;1
3;SP;GUARACI;20 a 39 anos;2
3;SP;GUARACI;40 a 59 anos;6
3;SP;GUARACI;60 a 69 anos;1
3;SP;GUARACI;70 anos e mais;3
3;SP;GUARANTA;70 anos e mais;1
3;SP;GUARARAPES;20 a 39 anos;4
3;SP;GUARARAPES;40 a 59 anos;1
3;SP;GUARAREMA;0 a 06 meses;1
3;SP;GUARAREMA;02 a 04 anos;1
3;SP;GUARAREMA;05 a 10 anos;1
3;SP;GUARAREMA;11 a 15 anos;1
3;SP;GUARAREMA;20 a 39 anos;3
3;SP;GUARAREMA;40 a 59 anos;3
3;SP;GUARAREMA;60 a 69 anos;1
3;SP;GUARAREMA;70 anos e mais;3
3;SP;GUARAREMA;sem informaç ;1
3;SP;GUARATINGUETA;07 meses a 01 ano;1
3;SP;GUARATINGUETA;20 a 39 anos;3
3;SP;GUARATINGUETA;40 a 59 anos;2
3;SP;GUARATINGUETA;60 a 69 anos;1
3;SP;GUARATINGUETA;70 anos e mais;1
3;SP;GUAREI;20 a 39 anos;2
3;SP;GUAREI;40 a 59 anos;1
3;SP;GUARUJA;07 meses a 01 ano;1
3;SP;GUARUJA;20 a 39 anos;1
3;SP;GUARUJA;40 a 59 anos;1
3;SP;GUARUJA;60 a 69 anos;1
3;SP;GUARUJA;70 anos e mais;1
3;SP;GUARULHOS;0 a 06 meses;1
3;SP;GUARULHOS;02 a 04 anos;1
3;SP;GUARULHOS;07 meses a 01 ano;1
3;SP;GUARULHOS;16 a 19 anos;1
3;SP;GUARULHOS;20 a 39 anos;14
3;SP;GUARULHOS;40 a 59 anos;6
3;SP;GUARULHOS;60 a 69 anos;1
3;SP;GUARULHOS;70 anos e mais;8
3;SP;GUARULHOS;sem informaç ;1
3;SP;GUATAPARA;40 a 59 anos;1
3;SP;GUZOLANDIA;40 a 59 anos;1
3;SP;HOLAMBRA;20 a 39 anos;1
3;SP;HORTOLANDIA;07 meses a 01 ano;1
3;SP;HORTOLANDIA;20 a 39 anos;7
3;SP;HORTOLANDIA;40 a 59 anos;4
3;SP;HORTOLANDIA;60 a 69 anos;1
3;SP;HORTOLANDIA;70 anos e mais;2
3;SP;IACANGA;40 a 59 anos;1
3;SP;IARAS;20 a 39 anos;2
3;SP;IARAS;60 a 69 anos;1
3;SP;IBATE;07 meses a 01 ano;1
3;SP;IBATE;20 a 39 anos;3
3;SP;IBATE;40 a 59 anos;3
3;SP;IBATE;60 a 69 anos;1
3;SP;IBIRA;20 a 39 anos;1
3;SP;IBIRA;70 anos e mais;1
3;SP;IBIRAREMA;70 anos e mais;3
3;SP;IBITINGA;07 meses a 01 ano;1
3;SP;IBITINGA;40 a 59 anos;1
3;SP;IBITINGA;60 a 69 anos;2
3;SP;IBIUNA;40 a 59 anos;1
3;SP;IBIUNA;60 a 69 anos;1
3;SP;ICEM;20 a 39 anos;2
3;SP;IEPE;20 a 39 anos;1
3;SP;IEPE;40 a 59 anos;3
3;SP;IEPE;70 anos e mais;2
3;SP;IEPE;sem informaç ;1
3;SP;IGARACU DO TIETE;40 a 59 anos;3
3;SP;IGARAPAVA;05 a 10 anos;2
3;SP;IGARATA;60 a 69 anos;1
3;SP;IGUAPE;20 a 39 anos;1
3;SP;IGUAPE;40 a 59 anos;2
3;SP;IGUAPE;70 anos e mais;1
3;SP;ILHA COMPRIDA;20 a 39 anos;1
3;SP;ILHA COMPRIDA;40 a 59 anos;1
3;SP;ILHA SOLTEIRA;20 a 39 anos;2
3;SP;ILHA SOLTEIRA;40 a 59 anos;1
3;SP;ILHA SOLTEIRA;60 a 69 anos;1
3;SP;ILHA SOLTEIRA;70 anos e mais;1
3;SP;ILHABELA;20 a 39 anos;1
3;SP;INDAIATUBA;16 a 19 anos;1
3;SP;INDAIATUBA;20 a 39 anos;1
3;SP;INDAIATUBA;40 a 59 anos;2
3;SP;INDAIATUBA;70 anos e mais;1
3;SP;INDIAPORA;40 a 59 anos;1
3;SP;INUBIA PAULISTA;60 a 69 anos;1
3;SP;IPAUSSU;20 a 39 anos;1
3;SP;IPAUSSU;60 a 69 anos;1
3;SP;IPERO;20 a 39 anos;1
3;SP;IPERO;40 a 59 anos;2
3;SP;IPIGUA;20 a 39 anos;3
3;SP;IPUA;07 meses a 01 ano;1
3;SP;IRAPUA;0 a 06 meses;1
3;SP;IRAPUA;07 meses a 01 ano;1
3;SP;IRAPUA;11 a 15 anos;1
3;SP;IRAPUA;16 a 19 anos;2
3;SP;IRAPUA;20 a 39 anos;7
3;SP;IRAPUA;40 a 59 anos;3
3;SP;IRAPUA;70 anos e mais;3
3;SP;IRAPURU;20 a 39 anos;3
3;SP;IRAPURU;40 a 59 anos;3
3;SP;IRAPURU;60 a 69 anos;2
3;SP;IRAPURU;70 anos e mais;1
3;SP;ITABERA;20 a 39 anos;4
3;SP;ITABERA;40 a 59 anos;4
3;SP;ITABERA;60 a 69 anos;1
3;SP;ITABERA;70 anos e mais;1
3;SP;ITAI;07 meses a 01 ano;1
3;SP;ITAI;11 a 15 anos;1
3;SP;ITAI;20 a 39 anos;2
3;SP;ITAJOBI;05 a 10 anos;1
3;SP;ITAJOBI;07 meses a 01 ano;1
3;SP;ITAJOBI;16 a 19 anos;1
3;SP;ITAJOBI;20 a 39 anos;3
3;SP;ITAJOBI;40 a 59 anos;5
3;SP;ITAJOBI;60 a 69 anos;1
3;SP;ITAJOBI;70 anos e mais;2
3;SP;ITAJU;05 a 10 anos;1
3;SP;ITAJU;16 a 19 anos;2
3;SP;ITAJU;20 a 39 anos;2
3;SP;ITAJU;40 a 59 anos;4
3;SP;ITAJU;60 a 69 anos;4
3;SP;ITAJU;70 anos e mais;5
3;SP;ITANHAEM;0 a 06 meses;2
3;SP;ITANHAEM;20 a 39 anos;3
3;SP;ITANHAEM;40 a 59 anos;3
3;SP;ITANHAEM;60 a 69 anos;1
3;SP;ITAPECERICA DA SERRA;05 a 10 anos;1
3;SP;ITAPECERICA DA SERRA;20 a 39 anos;1
3;SP;ITAPECERICA DA SERRA;40 a 59 anos;2
3;SP;ITAPECERICA DA SERRA;70 anos e mais;1
3;SP;ITAPETININGA;07 meses a 01 ano;1
3;SP;ITAPETININGA;20 a 39 anos;4
3;SP;ITAPETININGA;40 a 59 anos;9
3;SP;ITAPETININGA;60 a 69 anos;3
3;SP;ITAPETININGA;70 anos e mais;1
3;SP;ITAPEVA;16 a 19 anos;1
3;SP;ITAPEVA;20 a 39 anos;7
3;SP;ITAPEVA;40 a 59 anos;6
3;SP;ITAPEVA;60 a 69 anos;3
3;SP;ITAPEVA;70 anos e mais;3
3;SP;ITAPEVI;0 a 06 meses;1
3;SP;ITAPEVI;05 a 10 anos;2
3;SP;ITAPEVI;07 meses a 01 ano;1
3;SP;ITAPEVI;16 a 19 anos;2
3;SP;ITAPEVI;40 a 59 anos;2
3;SP;ITAPIRA;16 a 19 anos;1
3;SP;ITAPIRA;20 a 39 anos;1
3;SP;ITAPIRA;40 a 59 anos;1
3;SP;ITAPIRA;70 anos e mais;1
3;SP;ITAPIRAPUA PAULISTA;02 a 04 anos;1
3;SP;ITAPOLIS;16 a 19 anos;1
3;SP;ITAPOLIS;20 a 39 anos;7
3;SP;ITAPOLIS;40 a 59 anos;6
3;SP;ITAPOLIS;60 a 69 anos;1
3;SP;ITAPOLIS;70 anos e mais;1
3;SP;ITAPORANGA;20 a 39 anos;1
3;SP;ITAPORANGA;70 anos e mais;1
3;SP;ITAPURA;40 a 59 anos;1
3;SP;ITAQUAQUECETUBA;20 a 39 anos;5
3;SP;ITAQUAQUECETUBA;60 a 69 anos;3
3;SP;ITAQUAQUECETUBA;70 anos e mais;2
3;SP;ITARARE;20 a 39 anos;4
3;SP;ITARARE;40 a 59 anos;1
3;SP;ITARARE;60 a 69 anos;1
3;SP;ITARARE;70 anos e mais;2
3;SP;ITATIBA;20 a 39 anos;2
3;SP;ITATIBA;40 a 59 anos;3
3;SP;ITATIBA;60 a 69 anos;1
3;SP;ITATIBA;70 anos e mais;5
3;SP;ITIRAPINA;20 a 39 anos;4
3;SP;ITIRAPINA;40 a 59 anos;2
3;SP;ITIRAPINA;70 anos e mais;2
3;SP;ITIRAPUA;11 a 15 anos;1
3;SP;ITIRAPUA;40 a 59 anos;2
3;SP;ITIRAPUA;60 a 69 anos;1
3;SP;ITIRAPUA;70 anos e mais;1
3;SP;ITU;05 a 10 anos;1
3;SP;ITU;20 a 39 anos;2
3;SP;ITU;40 a 59 anos;5
3;SP;ITU;60 a 69 anos;1
3;SP;ITU;70 anos e mais;1
3;SP;ITUPEVA;07 meses a 01 ano;1
3;SP;ITUPEVA;40 a 59 anos;2
3;SP;JABOTICABAL;07 meses a 01 ano;1
3;SP;JABOTICABAL;20 a 39 anos;2
3;SP;JABOTICABAL;40 a 59 anos;1
3;SP;JABOTICABAL;60 a 69 anos;1
3;SP;JACAREI;05 a 10 anos;1
3;SP;JACAREI;16 a 19 anos;1
3;SP;JACAREI;20 a 39 anos;17
3;SP;JACAREI;40 a 59 anos;17
3;SP;JACAREI;60 a 69 anos;5
3;SP;JACAREI;70 anos e mais;2
3;SP;JACI;20 a 39 anos;4
3;SP;JACI;40 a 59 anos;4
3;SP;JACI;sem informaç ;2
3;SP;JAGUARIUNA;05 a 10 anos;1
3;SP;JAGUARIUNA;20 a 39 anos;8
3;SP;JAGUARIUNA;40 a 59 anos;4
3;SP;JAGUARIUNA;60 a 69 anos;2
3;SP;JALES;20 a 39 anos;4
3;SP;JALES;40 a 59 anos;5
3;SP;JALES;60 a 69 anos;1
3;SP;JALES;70 anos e mais;1
3;SP;JAMBEIRO;20 a 39 anos;1
3;SP;JANDIRA;20 a 39 anos;1
3;SP;JANDIRA;40 a 59 anos;2
3;SP;JANDIRA;60 a 69 anos;2
3;SP;JANDIRA;70 anos e mais;1
3;SP;JARDINOPOLIS;40 a 59 anos;1
3;SP;JARINU;02 a 04 anos;1
3;SP;JARINU;20 a 39 anos;1
3;SP;JARINU;70 anos e mais;1
3;SP;JAU;07 meses a 01 ano;1
3;SP;JAU;16 a 19 anos;2
3;SP;JAU;20 a 39 anos;11
3;SP;JAU;40 a 59 anos;8
3;SP;JAU;60 a 69 anos;2
3;SP;JAU;70 anos e mais;5
3;SP;JOANOPOLIS;40 a 59 anos;1
3;SP;JOANOPOLIS;60 a 69 anos;1
3;SP;JOAO RAMALHO;70 anos e mais;1
3;SP;JOSE BONIFACIO;20 a 39 anos;4
3;SP;JOSE BONIFACIO;40 a 59 anos;3
3;SP;JOSE BONIFACIO;60 a 69 anos;1
3;SP;JOSE BONIFACIO;70 anos e mais;1
3;SP;JOSE BONIFACIO;sem informaç ;1
3;SP;JUNDIAI;05 a 10 anos;1
3;SP;JUNDIAI;07 meses a 01 ano;1
3;SP;JUNDIAI;20 a 39 anos;4
3;SP;JUNDIAI;70 anos e mais;2
3;SP;LAGOINHA;20 a 39 anos;1
3;SP;LAGOINHA;40 a 59 anos;1
3;SP;LAGOINHA;70 anos e mais;1
3;SP;LARANJAL PAULISTA;02 a 04 anos;2
3;SP;LARANJAL PAULISTA;05 a 10 anos;1
3;SP;LARANJAL PAULISTA;20 a 39 anos;1
3;SP;LARANJAL PAULISTA;40 a 59 anos;1
3;SP;LEME;0 a 06 meses;1
3;SP;LEME;07 meses a 01 ano;1
3;SP;LEME;11 a 15 anos;2
3;SP;LEME;16 a 19 anos;1
3;SP;LEME;20 a 39 anos;7
3;SP;LEME;40 a 59 anos;2
3;SP;LEME;60 a 69 anos;1
3;SP;LEME;70 anos e mais;2
3;SP;LENCOIS PAULISTA;02 a 04 anos;3
3;SP;LENCOIS PAULISTA;07 meses a 01 ano;1
3;SP;LENCOIS PAULISTA;11 a 15 anos;1
3;SP;LENCOIS PAULISTA;16 a 19 anos;1
3;SP;LENCOIS PAULISTA;20 a 39 anos;5
3;SP;LENCOIS PAULISTA;40 a 59 anos;2
3;SP;LENCOIS PAULISTA;70 anos e mais;1
3;SP;LENCOIS PAULISTA;sem informaç ;1
3;SP;LIMEIRA;20 a 39 anos;1
3;SP;LIMEIRA;60 a 69 anos;1
3;SP;LINS;20 a 39 anos;1
3;SP;LINS;40 a 59 anos;5
3;SP;LINS;60 a 69 anos;3
3;SP;LINS;70 anos e mais;1
3;SP;LORENA;20 a 39 anos;3
3;SP;LORENA;40 a 59 anos;2
3;SP;LORENA;60 a 69 anos;1
3;SP;LORENA;70 anos e mais;3
3;SP;LOURDES;20 a 39 anos;1
3;SP;LOURDES;40 a 59 anos;1
