semEpi;estadoIBGE;municipio;faixa_etaria;casos
31;MG;MONTES CLAROS;sem informaç ;1
31;MG;MUZAMBINHO;70 anos e mais;1
31;MG;OURO PRETO;20 a 39 anos;2
31;MG;PAINS;20 a 39 anos;1
31;MG;PARACATU;0 a 06 meses;1
31;MG;PARACATU;05 a 10 anos;1
31;MG;POUSO ALEGRE;60 a 69 anos;1
31;MG;PRATA;20 a 39 anos;2
31;MG;SABARA;20 a 39 anos;1
31;MG;SACRAMENTO;20 a 39 anos;1
31;MG;SACRAMENTO;40 a 59 anos;1
31;MG;SANTA BARBARA;40 a 59 anos;1
31;MG;SANTA VITORIA;40 a 59 anos;1
31;MG;SAO JOAO DEL REI;20 a 39 anos;1
31;MG;SERRO;20 a 39 anos;1
31;MG;SETE LAGOAS;16 a 19 anos;1
31;MG;SETE LAGOAS;20 a 39 anos;8
31;MG;SETE LAGOAS;40 a 59 anos;2
31;MG;SETE LAGOAS;70 anos e mais;1
31;MG;SETE LAGOAS;sem informaç ;1
31;MG;TEOFILO OTONI;07 meses a 01 ano;1
31;MG;TRES CORACOES;60 a 69 anos;1
31;MG;TUPACIGUARA;40 a 59 anos;1
31;MG;UBA;70 anos e mais;1
31;MG;UBERABA;40 a 59 anos;1
31;MG;UBERLANDIA;20 a 39 anos;1
31;MG;UBERLANDIA;40 a 59 anos;1
31;MG;UBERLANDIA;60 a 69 anos;1
31;MG;UBERLANDIA;70 anos e mais;1
31;MG;UNAI;11 a 15 anos;1
31;MG;UNAI;20 a 39 anos;1
31;MG;VARGINHA;16 a 19 anos;1
31;MG;VARGINHA;40 a 59 anos;2
31;MG;VARGINHA;60 a 69 anos;1
31;MG;VICOSA;40 a 59 anos;1
31;MS;CAMPO GRANDE;40 a 59 anos;2
31;MS;COXIM;20 a 39 anos;1
31;MS;DOURADOS;40 a 59 anos;1
31;MS;LADARIO;11 a 15 anos;1
31;MS;LADARIO;20 a 39 anos;1
31;MS;LADARIO;60 a 69 anos;1
31;MS;LAGUNA CARAPA;70 anos e mais;1
31;MS;NAVIRAI;20 a 39 anos;1
31;MS;PARANAIBA;sem informaç ;1
31;MS;PARANHOS;05 a 10 anos;1
31;MS;PONTA PORA;20 a 39 anos;1
31;MS;PORTO MURTINHO;20 a 39 anos;1
31;MS;SANTA RITA DO PARDO;20 a 39 anos;2
31;MS;SANTA RITA DO PARDO;60 a 69 anos;1
31;MS;SAO GABRIEL DO OESTE;20 a 39 anos;1
31;MS;TACURU;40 a 59 anos;1
31;MT;ALTA FLORESTA;07 meses a 01 ano;1
31;MT;ALTO ARAGUAIA;20 a 39 anos;1
31;MT;CAMPO VERDE;20 a 39 anos;1
31;MT;COLNIZA;20 a 39 anos;1
31;MT;CONQUISTA D OESTE;40 a 59 anos;1
31;MT;CUIABA;20 a 39 anos;1
31;MT;CUIABA;40 a 59 anos;3
31;MT;GUARANTA DO NORTE;40 a 59 anos;1
31;MT;JUSCIMEIRA;40 a 59 anos;1
31;MT;MATUPA;20 a 39 anos;1
31;MT;PARANAITA;20 a 39 anos;1
31;PA;ABAETETUBA;20 a 39 anos;1
31;PA;ABAETETUBA;60 a 69 anos;1
31;PA;ALMEIRIM;20 a 39 anos;1
31;PA;ALTAMIRA;07 meses a 01 ano;2
31;PA;ALTAMIRA;70 anos e mais;1
31;PA;ANANINDEUA;20 a 39 anos;2
31;PA;ANANINDEUA;40 a 59 anos;6
31;PA;ANANINDEUA;60 a 69 anos;1
31;PA;AUGUSTO CORREA;16 a 19 anos;1
31;PA;AUGUSTO CORREA;40 a 59 anos;2
31;PA;BAGRE;20 a 39 anos;1
31;PA;BARCARENA;16 a 19 anos;1
31;PA;BARCARENA;20 a 39 anos;2
31;PA;BARCARENA;40 a 59 anos;2
31;PA;BELEM;02 a 04 anos;2
31;PA;BELEM;20 a 39 anos;11
31;PA;BELEM;40 a 59 anos;7
31;PA;BELEM;60 a 69 anos;2
31;PA;BELEM;70 anos e mais;5
31;PA;BENEVIDES;40 a 59 anos;1
31;PA;BONITO;20 a 39 anos;3
31;PA;BRAGANCA;20 a 39 anos;1
31;PA;BRASIL NOVO;70 anos e mais;1
31;PA;BREVES;20 a 39 anos;1
31;PA;CANAA DOS CARAJAS;20 a 39 anos;1
31;PA;CANAA DOS CARAJAS;40 a 59 anos;1
31;PA;CAPANEMA;20 a 39 anos;2
31;PA;CAPANEMA;40 a 59 anos;1
31;PA;CASTANHAL;40 a 59 anos;4
31;PA;CASTANHAL;70 anos e mais;1
31;PA;COLARES;05 a 10 anos;1
31;PA;COLARES;20 a 39 anos;1
31;PA;COLARES;40 a 59 anos;2
31;PA;CURUA;05 a 10 anos;1
31;PA;FARO;40 a 59 anos;1
31;PA;FLORESTA DO ARAGUAIA;40 a 59 anos;1
31;PA;IGARAPE MIRI;40 a 59 anos;1
31;PA;IRITUIA;60 a 69 anos;1
31;PA;MEDICILANDIA;0 a 06 meses;1
31;PA;MOJUI DOS CAMPOS;40 a 59 anos;1
31;PA;MONTE ALEGRE;20 a 39 anos;1
31;PA;OBIDOS;20 a 39 anos;6
31;PA;OBIDOS;40 a 59 anos;1
31;PA;OEIRAS DO PARA;11 a 15 anos;1
31;PA;OEIRAS DO PARA;16 a 19 anos;1
31;PA;OEIRAS DO PARA;20 a 39 anos;6
31;PA;OEIRAS DO PARA;40 a 59 anos;3
31;PA;OEIRAS DO PARA;60 a 69 anos;1
31;PA;ORIXIMINA;20 a 39 anos;2
31;PA;OURILANDIA DO NORTE;20 a 39 anos;1
31;PA;PARAGOMINAS;40 a 59 anos;1
31;PA;PARAUAPEBAS;20 a 39 anos;1
31;PA;PLACAS;20 a 39 anos;1
31;PA;PRAINHA;20 a 39 anos;1
31;PA;REDENCAO;16 a 19 anos;1
31;PA;REDENCAO;20 a 39 anos;2
31;PA;REDENCAO;40 a 59 anos;1
31;PA;RIO MARIA;40 a 59 anos;1
31;PA;SALINOPOLIS;16 a 19 anos;1
31;PA;SALINOPOLIS;70 anos e mais;1
31;PA;SANTA IZABEL DO PARA;20 a 39 anos;4
31;PA;SANTA LUZIA DO PARA;20 a 39 anos;1
31;PA;SANTANA DO ARAGUAIA;02 a 04 anos;1
31;PA;SANTANA DO ARAGUAIA;05 a 10 anos;1
31;PA;SANTANA DO ARAGUAIA;11 a 15 anos;1
31;PA;SANTANA DO ARAGUAIA;20 a 39 anos;4
31;PA;SANTANA DO ARAGUAIA;40 a 59 anos;8
31;PA;SANTAREM;20 a 39 anos;2
31;PA;SANTAREM;40 a 59 anos;2
31;PA;SANTAREM;60 a 69 anos;1
31;PA;SANTO ANTONIO DO TAUA;20 a 39 anos;1
31;PA;SAO DOMINGOS DO CAPIM;20 a 39 anos;5
31;PA;SAO DOMINGOS DO CAPIM;70 anos e mais;3
31;PA;SENADOR JOSE PORFIRIO;0 a 06 meses;1
31;PA;TAILANDIA;40 a 59 anos;1
31;PA;TOME ACU;11 a 15 anos;1
31;PA;VISEU;05 a 10 anos;1
31;PA;VISEU;16 a 19 anos;1
31;PA;VISEU;20 a 39 anos;5
31;PA;VISEU;40 a 59 anos;1
31;PA;VITORIA DO XINGU;0 a 06 meses;1
31;PA;XINGUARA;02 a 04 anos;1
31;PA;XINGUARA;11 a 15 anos;1
31;PA;XINGUARA;16 a 19 anos;1
31;PA;XINGUARA;20 a 39 anos;6
31;PA;XINGUARA;40 a 59 anos;1
31;PA;XINGUARA;60 a 69 anos;1
31;PB;AGUA BRANCA;40 a 59 anos;1
31;PB;ALAGOA GRANDE;20 a 39 anos;1
31;PB;ALHANDRA;20 a 39 anos;1
31;PB;BAIA DA TRAICAO;20 a 39 anos;1
31;PB;BAIA DA TRAICAO;40 a 59 anos;1
31;PB;BAYEUX;20 a 39 anos;1
31;PB;BAYEUX;40 a 59 anos;1
31;PB;CABEDELO;40 a 59 anos;1
31;PB;CABEDELO;70 anos e mais;1
31;PB;CAJAZEIRAS;05 a 10 anos;1
31;PB;CAJAZEIRAS;20 a 39 anos;1
31;PB;CAJAZEIRAS;40 a 59 anos;2
31;PB;CAJAZEIRAS;60 a 69 anos;1
31;PB;CAJAZEIRAS;sem informaç ;1
31;PB;CAMPINA GRANDE;02 a 04 anos;1
31;PB;CAMPINA GRANDE;05 a 10 anos;1
31;PB;CAMPINA GRANDE;20 a 39 anos;15
31;PB;CAMPINA GRANDE;40 a 59 anos;2
31;PB;CAMPINA GRANDE;70 anos e mais;2
31;PB;COREMAS;20 a 39 anos;4
31;PB;COREMAS;40 a 59 anos;2
31;PB;COREMAS;60 a 69 anos;1
31;PB;DUAS ESTRADAS;20 a 39 anos;1
31;PB;GUARABIRA;0 a 06 meses;1
31;PB;GUARABIRA;20 a 39 anos;1
31;PB;GUARABIRA;40 a 59 anos;1
31;PB;JOAO PESSOA;0 a 06 meses;2
31;PB;JOAO PESSOA;05 a 10 anos;1
31;PB;JOAO PESSOA;07 meses a 01 ano;1
31;PB;JOAO PESSOA;11 a 15 anos;2
31;PB;JOAO PESSOA;20 a 39 anos;18
31;PB;JOAO PESSOA;40 a 59 anos;20
31;PB;JOAO PESSOA;60 a 69 anos;4
31;PB;JOAO PESSOA;70 anos e mais;6
31;PB;JOAO PESSOA;sem informaç ;1
31;PB;MULUNGU;20 a 39 anos;1
31;PB;PATOS;20 a 39 anos;1
31;PB;PATOS;60 a 69 anos;1
31;PB;PICUI;20 a 39 anos;1
31;PB;PILAR;40 a 59 anos;1
31;PB;POCINHOS;16 a 19 anos;1
31;PB;POCINHOS;40 a 59 anos;2
31;PB;POCINHOS;70 anos e mais;1
31;PB;POMBAL;16 a 19 anos;1
31;PB;POMBAL;20 a 39 anos;5
31;PB;POMBAL;40 a 59 anos;2
31;PB;POMBAL;70 anos e mais;1
31;PB;PRINCESA ISABEL;20 a 39 anos;1
31;PB;QUEIMADAS;20 a 39 anos;1
31;PB;SANTA RITA;20 a 39 anos;1
31;PB;SANTA RITA;40 a 59 anos;1
31;PB;SANTA RITA;sem informaç ;1
31;PB;SAO BENTINHO;40 a 59 anos;1
31;PB;SAO BENTO;40 a 59 anos;1
31;PB;SAO JOSE DA LAGOA TAPADA;20 a 39 anos;1
31;PB;SAPE;40 a 59 anos;1
31;PB;SOLEDADE;20 a 39 anos;1
31;PB;TRIUNFO;40 a 59 anos;1
31;PB;UIRAUNA;20 a 39 anos;1
31;PB;UIRAUNA;40 a 59 anos;2
31;PE;ALAGOINHA;20 a 39 anos;1
31;PE;ARCOVERDE;20 a 39 anos;1
31;PE;ARCOVERDE;40 a 59 anos;1
31;PE;BARREIROS;20 a 39 anos;1
31;PE;BARREIROS;40 a 59 anos;1
31;PE;BEZERROS;70 anos e mais;2
31;PE;CABO DE SANTO AGOSTINHO;20 a 39 anos;1
31;PE;CABO DE SANTO AGOSTINHO;60 a 69 anos;1
31;PE;CAMARAGIBE;20 a 39 anos;1
31;PE;CARPINA;40 a 59 anos;1
31;PE;CARUARU;20 a 39 anos;6
31;PE;CARUARU;40 a 59 anos;2
31;PE;CARUARU;60 a 69 anos;2
31;PE;CARUARU;70 anos e mais;1
31;PE;EXU;20 a 39 anos;1
31;PE;EXU;40 a 59 anos;1
31;PE;EXU;70 anos e mais;1
31;PE;GARANHUNS;40 a 59 anos;1
31;PE;GARANHUNS;70 anos e mais;1
31;PE;GLORIA DO GOITA;20 a 39 anos;1
31;PE;GOIANA;20 a 39 anos;1
31;PE;GRAVATA;20 a 39 anos;1
31;PE;IGARASSU;05 a 10 anos;1
31;PE;IGARASSU;40 a 59 anos;1
31;PE;ILHA DE ITAMARACA;20 a 39 anos;1
31;PE;IPOJUCA;20 a 39 anos;1
31;PE;JABOATAO DOS GUARARAPES;20 a 39 anos;1
31;PE;JABOATAO DOS GUARARAPES;40 a 59 anos;1
31;PE;LAGOA DE ITAENGA;70 anos e mais;1
31;PE;MOREILANDIA;20 a 39 anos;2
31;PE;MOREILANDIA;40 a 59 anos;3
31;PE;MOREILANDIA;70 anos e mais;1
31;PE;MORENO;20 a 39 anos;2
31;PE;OLINDA;16 a 19 anos;1
31;PE;OLINDA;40 a 59 anos;1
31;PE;OLINDA;60 a 69 anos;1
31;PE;OURICURI;05 a 10 anos;1
31;PE;PAULISTA;60 a 69 anos;1
31;PE;PETROLINA;20 a 39 anos;1
31;PE;PETROLINA;40 a 59 anos;1
31;PE;QUIPAPA;40 a 59 anos;1
31;PE;RECIFE;16 a 19 anos;1
31;PE;RECIFE;20 a 39 anos;1
31;PE;RECIFE;40 a 59 anos;6
31;PE;RECIFE;60 a 69 anos;1
31;PE;RECIFE;70 anos e mais;3
31;PE;RIO FORMOSO;20 a 39 anos;1
31;PE;SALGUEIRO;40 a 59 anos;1
31;PE;SANTA CRUZ DO CAPIBARIBE;20 a 39 anos;2
31;PE;SAO JOAO;20 a 39 anos;1
31;PE;SAO JOAO;40 a 59 anos;1
31;PE;SAO JOAO;70 anos e mais;1
31;PE;SERRITA;40 a 59 anos;2
31;PE;SERRITA;70 anos e mais;2
31;PE;TIMBAUBA;20 a 39 anos;1
31;PE;VITORIA DE SANTO ANTAO;20 a 39 anos;1
31;PE;VITORIA DE SANTO ANTAO;60 a 69 anos;1
31;PE;VITORIA DE SANTO ANTAO;70 anos e mais;3
31;PI;AROAZES;40 a 59 anos;1
31;PI;ASSUNCAO DO PIAUI;20 a 39 anos;1
31;PI;BENEDITINOS;60 a 69 anos;1
31;PI;BOM JESUS;20 a 39 anos;1
31;PI;BOM JESUS;40 a 59 anos;1
31;PI;CAMPO MAIOR;60 a 69 anos;1
31;PI;CAPITAO DE CAMPOS;16 a 19 anos;1
31;PI;CASTELO DO PIAUI;20 a 39 anos;1
31;PI;CASTELO DO PIAUI;sem informaç ;1
31;PI;COIVARAS;20 a 39 anos;1
31;PI;COLONIA DO GURGUEIA;11 a 15 anos;1
31;PI;CONCEICAO DO CANINDE;60 a 69 anos;1
31;PI;CORRENTE;20 a 39 anos;2
31;PI;CORRENTE;40 a 59 anos;2
31;PI;CORRENTE;60 a 69 anos;2
31;PI;CORRENTE;70 anos e mais;1
31;PI;GILBUES;60 a 69 anos;1
31;PI;JAICOS;70 anos e mais;1
31;PI;JOSE DE FREITAS;40 a 59 anos;1
31;PI;LAGOA DO PIAUI;40 a 59 anos;1
31;PI;NOSSA SENHORA DE NAZARE;11 a 15 anos;2
31;PI;NOSSA SENHORA DE NAZARE;16 a 19 anos;2
31;PI;NOSSA SENHORA DE NAZARE;20 a 39 anos;6
31;PI;NOSSA SENHORA DE NAZARE;40 a 59 anos;6
31;PI;NOSSA SENHORA DE NAZARE;60 a 69 anos;5
31;PI;NOSSA SENHORA DE NAZARE;70 anos e mais;2
31;PI;PARNAIBA;40 a 59 anos;2
31;PI;PICOS;60 a 69 anos;1
31;PI;PIO IX;40 a 59 anos;1
31;PI;PIRIPIRI;20 a 39 anos;1
31;PI;SANTA FILOMENA;20 a 39 anos;1
31;PI;SANTA FILOMENA;40 a 59 anos;1
31;PI;SAO JOAO DO PIAUI;60 a 69 anos;1
31;PI;SIGEFREDO PACHECO;20 a 39 anos;1
31;PI;TERESINA;0 a 06 meses;1
31;PI;TERESINA;11 a 15 anos;1
31;PI;TERESINA;16 a 19 anos;1
31;PI;TERESINA;20 a 39 anos;16
31;PI;TERESINA;40 a 59 anos;12
31;PI;TERESINA;60 a 69 anos;7
31;PI;TERESINA;70 anos e mais;3
31;PI;TERESINA;sem informaç ;1
31;PR;ALTO PIQUIRI;20 a 39 anos;1
31;PR;ALVORADA DO SUL;70 anos e mais;1
31;PR;APUCARANA;60 a 69 anos;1
31;PR;ARAPONGAS;40 a 59 anos;1
31;PR;ARAUCARIA;16 a 19 anos;2
31;PR;ARAUCARIA;60 a 69 anos;1
31;PR;ASTORGA;07 meses a 01 ano;1
31;PR;ASTORGA;20 a 39 anos;1
31;PR;ATALAIA;70 anos e mais;1
31;PR;CAMBE;11 a 15 anos;1
31;PR;CAMBE;20 a 39 anos;2
31;PR;CAMBIRA;70 anos e mais;1
31;PR;CAMPINA GRANDE DO SUL;40 a 59 anos;1
31;PR;CAMPO MOURAO;20 a 39 anos;1
31;PR;CAMPO MOURAO;40 a 59 anos;2
31;PR;CAMPO MOURAO;60 a 69 anos;1
31;PR;CAPANEMA;20 a 39 anos;2
31;PR;CHOPINZINHO;20 a 39 anos;1
31;PR;CORNELIO PROCOPIO;20 a 39 anos;1
31;PR;CORNELIO PROCOPIO;40 a 59 anos;3
31;PR;CRUZEIRO DO OESTE;02 a 04 anos;1
31;PR;CURITIBA;60 a 69 anos;1
31;PR;ESPERANCA NOVA;40 a 59 anos;2
31;PR;FOZ DO IGUACU;02 a 04 anos;1
31;PR;FOZ DO IGUACU;20 a 39 anos;2
31;PR;FOZ DO IGUACU;40 a 59 anos;1
31;PR;FOZ DO IGUACU;60 a 69 anos;1
31;PR;FOZ DO IGUACU;70 anos e mais;1
31;PR;FRANCISCO BELTRAO;60 a 69 anos;1
31;PR;GUARAPUAVA;20 a 39 anos;1
31;PR;GUARAPUAVA;40 a 59 anos;1
31;PR;GUARAPUAVA;70 anos e mais;1
31;PR;IRATI;70 anos e mais;1
31;PR;JACAREZINHO;0 a 06 meses;1
31;PR;JACAREZINHO;07 meses a 01 ano;1
31;PR;JACAREZINHO;16 a 19 anos;1
31;PR;JACAREZINHO;40 a 59 anos;1
31;PR;JAGUAPITA;20 a 39 anos;1
31;PR;JAGUAPITA;40 a 59 anos;1
31;PR;JAGUAPITA;70 anos e mais;1
31;PR;JANDAIA DO SUL;20 a 39 anos;1
31;PR;JARDIM ALEGRE;20 a 39 anos;1
31;PR;LAPA;70 anos e mais;1
31;PR;LONDRINA;02 a 04 anos;2
31;PR;LONDRINA;05 a 10 anos;1
31;PR;LONDRINA;07 meses a 01 ano;2
31;PR;LONDRINA;20 a 39 anos;4
31;PR;LONDRINA;40 a 59 anos;1
31;PR;LONDRINA;60 a 69 anos;3
31;PR;LONDRINA;70 anos e mais;2
31;PR;MALLET;20 a 39 anos;1
31;PR;MALLET;40 a 59 anos;1
31;PR;MALLET;60 a 69 anos;1
31;PR;MARECHAL CANDIDO RONDON;05 a 10 anos;1
31;PR;MARIALVA;70 anos e mais;1
31;PR;MARINGA;0 a 06 meses;1
31;PR;MARINGA;07 meses a 01 ano;1
31;PR;MARINGA;20 a 39 anos;5
31;PR;MARINGA;40 a 59 anos;1
31;PR;MARQUINHO;40 a 59 anos;3
31;PR;MATELANDIA;40 a 59 anos;1
31;PR;MEDIANEIRA;40 a 59 anos;1
31;PR;PAICANDU;05 a 10 anos;1
31;PR;PAICANDU;20 a 39 anos;1
31;PR;PARANAVAI;05 a 10 anos;1
31;PR;PARANAVAI;16 a 19 anos;1
31;PR;PARANAVAI;20 a 39 anos;1
31;PR;PARANAVAI;70 anos e mais;1
31;PR;PATO BRAGADO;02 a 04 anos;1
31;PR;PEROLA D OESTE;40 a 59 anos;1
31;PR;PIEN;40 a 59 anos;1
31;PR;PINHAIS;05 a 10 anos;4
31;PR;PINHAIS;11 a 15 anos;1
31;PR;PINHAIS;16 a 19 anos;2
31;PR;PINHAIS;20 a 39 anos;8
31;PR;PINHAIS;40 a 59 anos;4
31;PR;PINHAIS;60 a 69 anos;3
31;PR;PINHALAO;20 a 39 anos;1
31;PR;PINHALAO;40 a 59 anos;1
31;PR;PIRAQUARA;11 a 15 anos;1
31;PR;PIRAQUARA;20 a 39 anos;1
31;PR;PIRAQUARA;40 a 59 anos;1
31;PR;PITANGA;40 a 59 anos;2
31;PR;PONTA GROSSA;70 anos e mais;1
31;PR;ROLANDIA;40 a 59 anos;1
31;PR;ROSARIO DO IVAI;40 a 59 anos;1
31;PR;SANTA MARIANA;60 a 69 anos;1
31;PR;SANTA TEREZINHA DE ITAIPU;02 a 04 anos;1
31;PR;SANTA TEREZINHA DE ITAIPU;40 a 59 anos;1
31;PR;SAO JOSE DOS PINHAIS;20 a 39 anos;1
31;PR;SAO JOSE DOS PINHAIS;40 a 59 anos;1
31;PR;SAO MIGUEL DO IGUACU;07 meses a 01 ano;1
31;PR;SAO MIGUEL DO IGUACU;20 a 39 anos;1
31;PR;SAO MIGUEL DO IGUACU;40 a 59 anos;1
31;PR;SAPOPEMA;20 a 39 anos;1
31;PR;SARANDI;60 a 69 anos;1
31;PR;SENGES;16 a 19 anos;1
31;PR;SIQUEIRA CAMPOS;20 a 39 anos;1
31;PR;TEIXEIRA SOARES;02 a 04 anos;1
31;PR;TELEMACO BORBA;40 a 59 anos;1
31;PR;UMUARAMA;40 a 59 anos;2
31;PR;UNIAO DA VITORIA;40 a 59 anos;1
31;RJ;ANGRA DOS REIS;02 a 04 anos;1
31;RJ;ANGRA DOS REIS;05 a 10 anos;2
31;RJ;ANGRA DOS REIS;11 a 15 anos;1
31;RJ;ANGRA DOS REIS;20 a 39 anos;2
31;RJ;ANGRA DOS REIS;60 a 69 anos;1
31;RJ;ANGRA DOS REIS;70 anos e mais;1
31;RJ;ANGRA DOS REIS;sem informaç ;1
31;RJ;ARARUAMA;05 a 10 anos;1
31;RJ;ARARUAMA;20 a 39 anos;1
31;RJ;ARRAIAL DO CABO;70 anos e mais;1
31;RJ;BARRA DO PIRAI;16 a 19 anos;1
31;RJ;BARRA DO PIRAI;20 a 39 anos;2
31;RJ;BARRA DO PIRAI;60 a 69 anos;1
31;RJ;BARRA MANSA;20 a 39 anos;2
31;RJ;BARRA MANSA;70 anos e mais;1
31;RJ;BELFORD ROXO;0 a 06 meses;1
31;RJ;BELFORD ROXO;07 meses a 01 ano;1
31;RJ;BELFORD ROXO;20 a 39 anos;1
31;RJ;BELFORD ROXO;40 a 59 anos;3
31;RJ;BELFORD ROXO;60 a 69 anos;1
31;RJ;BELFORD ROXO;70 anos e mais;1
31;RJ;BELFORD ROXO;sem informaç ;1
31;RJ;CACHOEIRAS DE MACACU;05 a 10 anos;1
31;RJ;CACHOEIRAS DE MACACU;20 a 39 anos;3
31;RJ;CACHOEIRAS DE MACACU;40 a 59 anos;1
31;RJ;CACHOEIRAS DE MACACU;60 a 69 anos;1
31;RJ;CAMPOS DOS GOYTACAZES;40 a 59 anos;1
31;RJ;DUQUE DE CAXIAS;20 a 39 anos;3
31;RJ;DUQUE DE CAXIAS;40 a 59 anos;2
31;RJ;DUQUE DE CAXIAS;60 a 69 anos;4
31;RJ;DUQUE DE CAXIAS;70 anos e mais;2
31;RJ;ENGENHEIRO PAULO DE FRONTIN;40 a 59 anos;1
31;RJ;GUAPIMIRIM;70 anos e mais;1
31;RJ;IGUABA GRANDE;70 anos e mais;1
31;RJ;IGUABA GRANDE;sem informaç ;1
31;RJ;ITABORAI;20 a 39 anos;1
31;RJ;ITALVA;40 a 59 anos;1
31;RJ;ITAPERUNA;02 a 04 anos;1
31;RJ;ITAPERUNA;11 a 15 anos;1
31;RJ;ITAPERUNA;40 a 59 anos;1
31;RJ;ITATIAIA;0 a 06 meses;1
31;RJ;ITATIAIA;40 a 59 anos;1
31;RJ;MACAE;20 a 39 anos;1
31;RJ;MACAE;40 a 59 anos;1
31;RJ;MACAE;70 anos e mais;1
31;RJ;MAGE;16 a 19 anos;1
31;RJ;MAGE;20 a 39 anos;1
31;RJ;MAGE;60 a 69 anos;1
31;RJ;MANGARATIBA;20 a 39 anos;1
31;RJ;MARICA;40 a 59 anos;1
31;RJ;MARICA;70 anos e mais;2
31;RJ;MESQUITA;40 a 59 anos;1
31;RJ;MESQUITA;sem informaç ;1
31;RJ;NILOPOLIS;40 a 59 anos;4
31;RJ;NITEROI;20 a 39 anos;2
31;RJ;NITEROI;40 a 59 anos;4
31;RJ;NITEROI;60 a 69 anos;2
31;RJ;NOVA IGUACU;07 meses a 01 ano;1
31;RJ;NOVA IGUACU;11 a 15 anos;1
31;RJ;NOVA IGUACU;20 a 39 anos;3
31;RJ;NOVA IGUACU;60 a 69 anos;1
31;RJ;NOVA IGUACU;70 anos e mais;1
31;RJ;PETROPOLIS;20 a 39 anos;3
31;RJ;PETROPOLIS;40 a 59 anos;2
31;RJ;PETROPOLIS;60 a 69 anos;3
31;RJ;PETROPOLIS;70 anos e mais;4
31;RJ;QUEIMADOS;20 a 39 anos;1
31;RJ;QUEIMADOS;60 a 69 anos;1
31;RJ;RESENDE;02 a 04 anos;1
31;RJ;RESENDE;16 a 19 anos;1
31;RJ;RESENDE;20 a 39 anos;3
31;RJ;RESENDE;40 a 59 anos;1
31;RJ;RESENDE;60 a 69 anos;1
31;RJ;RESENDE;70 anos e mais;2
31;RJ;RIO BONITO;40 a 59 anos;1
31;RJ;RIO DAS OSTRAS;07 meses a 01 ano;1
31;RJ;RIO DAS OSTRAS;20 a 39 anos;1
31;RJ;RIO DAS OSTRAS;40 a 59 anos;1
31;RJ;RIO DE JANEIRO;0 a 06 meses;11
31;RJ;RIO DE JANEIRO;02 a 04 anos;4
31;RJ;RIO DE JANEIRO;05 a 10 anos;12
31;RJ;RIO DE JANEIRO;07 meses a 01 ano;5
31;RJ;RIO DE JANEIRO;11 a 15 anos;15
31;RJ;RIO DE JANEIRO;16 a 19 anos;43
31;RJ;RIO DE JANEIRO;20 a 39 anos;248
31;RJ;RIO DE JANEIRO;40 a 59 anos;247
31;RJ;RIO DE JANEIRO;60 a 69 anos;115
31;RJ;RIO DE JANEIRO;70 anos e mais;60
31;RJ;RIO DE JANEIRO;sem informaç ;7
31;RJ;SAO GONCALO;0 a 06 meses;1
31;RJ;SAO GONCALO;02 a 04 anos;1
31;RJ;SAO GONCALO;05 a 10 anos;1
31;RJ;SAO GONCALO;11 a 15 anos;2
31;RJ;SAO GONCALO;16 a 19 anos;3
31;RJ;SAO GONCALO;20 a 39 anos;10
31;RJ;SAO GONCALO;40 a 59 anos;8
31;RJ;SAO GONCALO;60 a 69 anos;3
31;RJ;SAO GONCALO;70 anos e mais;2
31;RJ;SAO JOAO DA BARRA;05 a 10 anos;1
31;RJ;SAO JOAO DA BARRA;20 a 39 anos;1
31;RJ;SAO JOAO DE MERITI;20 a 39 anos;1
31;RJ;SAO JOAO DE MERITI;40 a 59 anos;4
31;RJ;SAO JOAO DE MERITI;70 anos e mais;1
31;RJ;SAO JOSE DO VALE DO RIO PRETO;70 anos e mais;1
31;RJ;TERESOPOLIS;16 a 19 anos;1
31;RJ;TERESOPOLIS;40 a 59 anos;3
31;RJ;VOLTA REDONDA;20 a 39 anos;1
31;RJ;VOLTA REDONDA;40 a 59 anos;2
31;RJ;VOLTA REDONDA;60 a 69 anos;2
31;RJ;VOLTA REDONDA;70 anos e mais;1
31;RN;ACU;0 a 06 meses;1
31;RN;ACU;05 a 10 anos;1
31;RN;ACU;07 meses a 01 ano;1
31;RN;ACU;20 a 39 anos;2
31;RN;ACU;40 a 59 anos;1
31;RN;ACU;70 anos e mais;1
31;RN;ANGICOS;07 meses a 01 ano;1
31;RN;CAICO;0 a 06 meses;1
31;RN;CAICO;16 a 19 anos;1
31;RN;CAICO;20 a 39 anos;6
31;RN;CAICO;40 a 59 anos;15
31;RN;CAICO;60 a 69 anos;2
31;RN;CAICO;70 anos e mais;2
31;RN;CARNAUBA DOS DANTAS;0 a 06 meses;1
31;RN;CRUZETA;20 a 39 anos;1
31;RN;DOUTOR SEVERIANO;20 a 39 anos;6
31;RN;DOUTOR SEVERIANO;70 anos e mais;1
31;RN;ESPIRITO SANTO;60 a 69 anos;1
31;RN;EXTREMOZ;02 a 04 anos;1
31;RN;EXTREMOZ;20 a 39 anos;1
31;RN;EXTREMOZ;40 a 59 anos;4
31;RN;EXTREMOZ;60 a 69 anos;1
31;RN;EXTREMOZ;70 anos e mais;2
31;RN;FLORANIA;70 anos e mais;1
31;RN;FRANCISCO DANTAS;16 a 19 anos;1
31;RN;FRANCISCO DANTAS;40 a 59 anos;1
31;RN;GUAMARE;40 a 59 anos;1
